XGB,RF
0.023355908691883087,0.061013339339991673
0.031089957803487778,0.03405134400213441
0.6623867750167847,0.527812769287022
0.22355425357818604,0.2921418903479532
0.024417206645011902,0.10970557347322182
0.04831865429878235,0.13594994410259464
0.09516328573226929,0.11860505944594299
0.11288207024335861,0.2222539978342882
0.2125612199306488,0.15345676075669085
0.01836191490292549,0.032170555043571226
0.01344748493283987,0.0072733549311646975
0.017672313377261162,0.05496742540347728
0.0038214854430407286,0.03185259832250073
0.15978707373142242,0.18312816764711612
0.07504422962665558,0.17240763594988345
0.07243388891220093,0.06547176770334862
0.01524160522967577,0.09082392749017437
0.06234090402722359,0.13897581897947442
0.022718526422977448,0.03708800152165972
0.18459944427013397,0.22024483431335082
0.12362590432167053,0.15517236280465677
0.3846236765384674,0.38249232133568506
0.15688492357730865,0.1446826529999778
0.22277574241161346,0.22470319829248403
0.014882883056998253,0.010385642743256316
0.018931297585368156,0.05014391617985464
0.05629052594304085,0.17821381927603105
0.15948840975761414,0.31865986951457065
0.2946265637874603,0.2220933224549774
0.013602838851511478,0.02241572421294521
0.6841035485267639,0.5187752142679796
0.00673413323238492,0.04760823274545423
0.07251214981079102,0.10855978549495254
0.030129339545965195,0.021613923809950596
0.1666691154241562,0.0533144037810733
0.40297678112983704,0.2851454327413163
0.3876524269580841,0.2866676914106268
0.07472417503595352,0.06041425454027635
0.03729293495416641,0.014922513150419908
0.4460480511188507,0.2892369395205603
0.11460965871810913,0.11085091199854133
0.592500627040863,0.5972084737287223
0.5743234753608704,0.5572591959769668
0.4739263951778412,0.37750765021292687
0.04578094929456711,0.11624605205032154
0.020996494218707085,0.039052210303300694
0.007129008881747723,0.04118667766199974
0.4822186529636383,0.4621293494321377
0.08382859826087952,0.2755394957794813
0.3914988040924072,0.3308420061216357
0.11448126286268234,0.1793471048725567
0.1329849660396576,0.169016955314851
0.06938541680574417,0.19235302608350704
0.29281455278396606,0.33018429484302153
0.02098359726369381,0.011883289399634914
0.014576728455722332,0.14514803795659545
0.02940816804766655,0.07616902066676494
0.02345798723399639,0.011380293916772468
0.28942567110061646,0.1256259034275848
0.2554875612258911,0.2677681223898848
0.3057534098625183,0.36985252823643733
0.27740514278411865,0.27161609171235546
0.28320032358169556,0.24515567824683804
0.42199718952178955,0.4442834945849383
0.07634677737951279,0.07772691639989693
0.14601552486419678,0.05161533631700614
0.4161975383758545,0.2650910756387855
0.02912593074142933,0.17367599899158784
0.21532364189624786,0.2551683130415433
0.2292211353778839,0.1917659437099476
0.1456189602613449,0.24247425166027142
0.38757097721099854,0.34520864247043986
0.23813077807426453,0.13658705318645611
0.04388135299086571,0.1242591572770755
