GBM,LR
0.03218012101367588,0.011087258717714328
0.03758136979729144,0.05928169736038257
0.7409402055681834,0.6837163331390192
0.23312673545426352,0.12270178786517028
0.027230524451825527,0.020704456243181717
0.06498246901456513,0.09804477578399491
0.11206698727057486,0.07470456500778787
0.17566283787643266,0.25520407740232176
0.16880875808910378,0.20531853420987833
0.024404798183160034,0.03244923922599964
0.020981466117746803,0.02938895857507911
0.02203944373736197,0.01893006575146788
0.005119455210466049,0.004701523866361416
0.1455052066213884,0.10743094104636003
0.11138497361586233,0.030460380411365607
0.06933270616194401,0.045744030811631683
0.023899323454263474,0.03552190619820246
0.07155998965160763,0.03295991080754169
0.02234764459459254,0.026570981412358634
0.24746101296606718,0.05400965107581204
0.13396583622801328,0.1894539129864145
0.42586119570106057,0.35603358706168964
0.19775895788915018,0.05645160662439282
0.19562797060808967,0.16393513570118917
0.016761590106112268,0.01000830312261375
0.031449743314739265,0.0007811974683256093
0.0389056089856742,0.07183301330543164
0.13719137387772945,0.10692518658737987
0.28715232696249876,0.3028760855193087
0.015430529322254917,0.019165227897378238
0.7499013092392,0.6195725905096112
0.008640776385288413,0.004592847097289858
0.07503035742996725,0.06323919378796626
0.03089007850794759,0.031651994260136436
0.08931215787294335,0.07001777564841688
0.3111405270434964,0.44004560849583435
0.2671847441835955,0.31887169434287005
0.07212563179004876,0.015065524768476205
0.0331706304678904,0.102017914704086
0.3244121479119467,0.3783637855387384
0.09063999729285471,0.10251130567366147
0.6203756288092765,0.4618312907094765
0.5167498139538859,0.5911066821903181
0.627603279810215,0.4209724095703597
0.0519846695309365,0.31785995637668785
0.025091168975914017,0.016097180175050713
0.013978138577969316,0.023249003308636187
0.4886363327388077,0.4625175098753908
0.10126502591547215,0.11108307500209878
0.37243088476175995,0.30922347800493294
0.1568277264778282,0.04333851143848996
0.1737553549212222,0.11946706584118638
0.051812096189694595,0.02630979204206554
0.2636627819866199,0.4938287401672362
0.04114483653829389,0.010203932499632662
0.018487079827857553,0.030259685018914396
0.03762313984193026,0.022048687267141695
0.018616337161953034,0.01312659334822546
0.2322930728749813,0.35055142650536175
0.26183933582846997,0.10617455420813063
0.3143054458253673,0.5130752831167859
0.26974049818243656,0.23905047963832346
0.23389788176235218,0.19018142305592578
0.4536587170868433,0.3484826083462219
0.06787776108074688,0.1221238189866088
0.07680845483027089,0.017480346257687688
0.44819846103771666,0.37043255445721346
0.02112226190269173,0.0011072594979779577
0.199991231767323,0.21562813030157765
0.25239199801571466,0.34727168637908024
0.11174651319193907,0.22884111362717516
0.49362513814805375,0.1637773932697712
0.2208498332574028,0.13998019876930778
0.06178436343101823,0.019852564203631448
0.07097768301106307,0.07186289381027519
0.2312590711793937,0.23318837941671208
0.3899821570768048,0.7658568214747665
0.13240991989806455,0.32543849788332757
0.2943534997918086,0.2336748985514718
0.03185395717617347,0.008375999862251338
0.4695270838944116,0.4673272749197525
0.0922448132490815,0.07793316817804177
0.023172603073239123,0.09246913683328226
0.016307293765473154,0.010006928983955216
0.19723896974053753,0.13211316026538558
0.17412851235701252,0.1533163130521986
0.7249127133001068,0.6321184009334957
0.07128562396900077,0.06269871725078183
0.05614319420804705,0.05354129186025379
0.06090709153341834,0.06663317873599567
0.04108882703320662,0.10756859790660332
0.014294151999154304,0.005839246444282283
0.5649815528045288,0.5494372935322155
0.042527792625309105,0.024506127459924858
0.48880078708254476,0.5123345758274759
0.275769660416206,0.20340056234112847
0.17900227534746832,0.30195261381092464
0.311961978348977,0.37497633893980836
0.2944707185300898,0.24932988728858457
0.07499628904209481,0.19034228181270485
0.009323791565288307,0.009830233646780755
0.016553027756125768,0.003066131978972261
0.10666875510473238,0.13742419279972568
0.016229867316450108,0.006115326717443667
0.2560953254750395,0.3917825379639907
0.31974674193027225,0.15676564664180578
0.045780695792169666,0.017921272983830686
0.08267102730270465,0.17935936915768505
0.024050145866394874,0.02228505843412207
0.3080552710915034,0.34017446840602833
0.02008589252069974,0.0056902239960116225
0.04335999789710153,0.09938810703394318
0.05482906874281025,0.07901762289002523
0.06609258272179998,0.12849463336023087
0.20192720790735175,0.3668121156774791
0.03974724964926372,0.01888866874584106
0.019614094823037134,0.014230802299331794
0.27192231289703894,0.18895315658284512
0.12791937887954924,0.17983001804891063
0.15447489582756574,0.23549271785697434
0.034519400029677516,0.0020700007791058755
0.3275606738284612,0.1807959370436795
0.022932062714294568,0.009584225493057482
0.6315527038828381,0.32849123199351576
0.021680365869179593,0.024428115713606164
0.24566107913951615,0.24313432107469873
0.023320141321525097,0.030681798048386867
0.3561448522732139,0.28554840749752053
0.3050703863113489,0.21667061554186653
0.04724035760464007,0.09789673612257957
0.15768211020734052,0.11318513796721771
0.1457161026043214,0.1667205291479689
0.036794997867884385,0.024617211526784807
0.11211159283902815,0.07215727333724849
0.10397921886578405,0.08636626456102335
0.06476432738032793,0.05319792105879556
0.047428675035671296,0.036779821034871804
0.16158834704365838,0.13423396290977577
0.23241017685914822,0.14310346297054138
0.04227222820430981,0.07294651596347276
0.03703013270499555,0.027636601324392725
0.04215320009389384,0.06131441430570937
0.5278805575378199,0.7785476553423527
0.01768138782088101,0.045458178243638486
0.05244356899730734,0.08812953708605795
0.018019144686550283,0.004618714320230659
0.09144960310656534,0.10262719354586367
0.13901713380849348,0.06765864290617488
0.0337963551662548,0.04054563400354532
0.06953113597720989,0.03640121037211171
0.02993504649303176,0.013281905649669662
0.1853609636676278,0.1934630793243978
0.017049869508438183,0.046923688038951125
0.21651216890956648,0.19803389931606968
0.049711162319757696,0.010247448211355379
0.20353751629394054,0.16921416615235832
0.06385443701273326,0.046459299675889416
0.12279875767962331,0.19091615560745356
0.24092220188888314,0.15726154800135222
0.022099716774584544,0.10967770065909238
0.22344206212541937,0.1173181100847129
0.303048944231119,0.2960837163799409
0.05430691751421144,0.03150747391712782
0.1445500882544351,0.2969615841091558
0.027387323295333426,0.02570150892826569
0.15171257122740775,0.2409800078710865
0.18037443377318604,0.1057769433076093
0.08376834763769386,0.026298424454625453
0.03347345777007001,0.01004895124090243
0.14981820816834826,0.1995748752856927
0.03389889189082432,0.036275601441058195
0.23651133965723733,0.15713267008461396
0.17989516554959809,0.06815217732375538
0.00515594769227986,0.0017861052516812456
0.048960597413223624,0.1646495285427177
0.015056429114642353,0.011257546631750525
0.009728153397479532,0.0020898151896195467
0.03176292693089393,0.037048882549406685
0.03677808088400506,0.023805394439111824
0.06963414956450001,0.12211610107647018
0.38744813461149097,0.4334103837092836
0.10290570083591326,0.05200118179626274
0.031891569386091445,0.015000161048111044
0.056267074504599016,0.05641951186154022
0.07955793338845872,0.0462958760596705
0.4618409853761826,0.5118841230863824
0.058923375463418574,0.019196608854553602
0.027082565976749552,0.01087958516887926
0.021096039102358608,0.008787495263036378
0.06947167905992724,0.0036867787113680777
