XGB,RF
0.0071594323962926865,0.06030708896553401
0.016094965860247612,0.033224595988593245
0.7950642704963684,0.48679178625173436
0.2929641604423523,0.18970602985822435
0.020432433113455772,0.06190929709870197
0.03175358474254608,0.12774989798606087
0.07236364483833313,0.12717271653795326
0.14330802857875824,0.22920994765620917
0.18260078132152557,0.16526572924948932
0.010490051470696926,0.009288676135555899
0.00429272186011076,0.014424267267440173
0.004078833386301994,0.02929113473326924
0.0009569255053065717,0.012793878504642751
0.14881861209869385,0.16612011816660505
0.06713075190782547,0.13007783415475074
0.015970883890986443,0.0527128718172651
0.005640022922307253,0.08467853047748974
0.03735418990254402,0.10489222343355455
0.012613832950592041,0.020700382731750507
0.21173648536205292,0.26506501758893314
0.13556289672851562,0.24403793787049294
0.36807456612586975,0.4156897030716666
0.2063499391078949,0.196494249705147
0.1480454057455063,0.15033340601038755
0.013607638888061047,0.01650417132877914
0.013873293064534664,0.08205790896642498
0.03440443053841591,0.056467396303793604
0.2157512754201889,0.24552752381521012
0.4472189247608185,0.2908021689714633
0.01034267246723175,0.049794783346664595
0.5233646631240845,0.48331386749650596
0.022026320919394493,0.057563022799548405
0.2195269614458084,0.10241321954898323
0.07062161713838577,0.05336662924500927
0.14813010394573212,0.12310612393874688
0.48727020621299744,0.33759483623419223
0.46035948395729065,0.29167902684113095
0.024821070954203606,0.029898218445842308
0.04572303220629692,0.028948656104281417
0.5271734595298767,0.35030198363181414
0.06529445201158524,0.0810431118306615
0.5269699096679688,0.5246694783367796
0.543947696685791,0.47372200591718355
0.42757683992385864,0.38326206365459486
0.05301849916577339,0.14573495068906886
0.05351641774177551,0.07033092422274895
0.0075982860289514065,0.045144403909325434
0.5431702136993408,0.4036250402189547
0.09415185451507568,0.23307859992440463
0.4144383370876312,0.3657050677662401
0.13426318764686584,0.1577669928688151
0.06983549147844315,0.2173416649315839
0.03799179568886757,0.1649860217037738
0.2811357080936432,0.3408624742896745
0.010454691015183926,0.05305395686880236
0.012543692253530025,0.06456214682095388
0.010734610259532928,0.050501299492962504
0.012570534832775593,0.012619709026962049
0.18856100738048553,0.1836919798500598
0.21793527901172638,0.2458387035415555
0.18184690177440643,0.2891649188761258
0.2244853675365448,0.2979061528329538
0.13358265161514282,0.21202901730739343
0.5448638200759888,0.3394005381112019
0.09886789321899414,0.08327190464394638
0.07610241323709488,0.09259938979390396
0.3965821862220764,0.3385531854304847
0.00531604140996933,0.1164302531257401
0.05473107472062111,0.17490980413857518
0.21725697815418243,0.27472154553816536
0.07198811322450638,0.16234860024656803
0.3842872977256775,0.4024588752198055
0.20114736258983612,0.16340545706265897
0.022208377718925476,0.11084690169204989
0.29840216040611267,0.18554922156097012
0.3474319875240326,0.20057169206213504
0.3622013032436371,0.25496333327217396
0.01732909120619297,0.2475581392776108
0.3466167747974396,0.3490571978672579
0.02796243503689766,0.08811728866263957
0.35189735889434814,0.2982602669853254
0.05118522047996521,0.08346666328883445
0.0034917816519737244,0.04345614936955941
0.012018805369734764,0.014422549573652934
0.08143894374370575,0.20905832125691648
0.15768343210220337,0.25771085148724576
0.8660889267921448,0.6087296459388989
0.022683613002300262,0.06620234452023924
0.030194850638508797,0.05854102416412859
0.07291163504123688,0.1438447687238614
0.04143849387764931,0.07727239228209647
0.007576897274702787,0.009623383469777126
0.6900767087936401,0.5028372546298782
0.07638926059007645,0.17228599888301535
0.41386082768440247,0.46749127873371565
0.35548165440559387,0.34789903694239516
0.26464909315109253,0.22359856515031765
0.2396608144044876,0.2547329250438694
0.22288723289966583,0.2496242886708213
0.03984798863530159,0.08171444038222266
0.006309519521892071,0.026383924320893183
0.007432226557284594,0.022879838515362096
0.1471499800682068,0.15496319034457443
0.01067185029387474,0.018950024263747672
0.18355795741081238,0.2781713381970441
0.29900577664375305,0.2731288564231481
0.04192480444908142,0.030744733938145086
0.06290287524461746,0.08998415052146154
0.016069093719124794,0.043875799793402226
0.3061857223510742,0.15250643867512634
0.002407501684501767,0.049649640005339564
0.019715631380677223,0.044481555716716886
0.009594329632818699,0.10411742535924949
0.0970042496919632,0.07201193377319032
0.14383932948112488,0.16641982158633112
0.015655798837542534,0.03126333651410975
0.007034108508378267,0.008564795302931305
0.3905508816242218,0.28884741426023386
0.09133490175008774,0.19618103254694177
0.07294106483459473,0.17968701883180355
0.03802839294075966,0.126003409507504
0.19973360002040863,0.19824746776756927
0.009548349305987358,0.1725498072612391
0.7026574015617371,0.4737307255620397
0.01441450510174036,0.02436645903573748
0.25023865699768066,0.1793494288192682
0.007041329052299261,0.04299578729608805
0.4880264103412628,0.2799003859704466
0.3395960330963135,0.2493560478054578
0.010635227896273136,0.03846586481177539
0.08873976767063141,0.1373463905607795
0.16678164899349213,0.20009746705216344
0.0319991335272789,0.10592998793722408
0.1129223108291626,0.09318315187318359
0.09976290911436081,0.1919694181094303
0.1110263466835022,0.13953372100287031
0.012805911712348461,0.09682799912402025
0.1762973666191101,0.14518761276448283
0.3996475040912628,0.3174400308701706
0.05386185273528099,0.12411228367759247
0.031237704679369926,0.05178665163115291
0.08249925822019577,0.18294743250922682
0.59694904088974,0.45984534167204677
0.020819824188947678,0.027957495715581374
0.04887706786394119,0.0911933883406356
0.0057305642403662205,0.021252577353244033
0.10642655938863754,0.25293972286050226
0.09484688192605972,0.1058223853240708
0.020281311124563217,0.025052376461614838
0.05930560454726219,0.062246762879350666
0.024477144703269005,0.04170991901895961
0.1402108520269394,0.2542030505398041
0.01710537262260914,0.05508111794478374
0.29335200786590576,0.22240157131836089
0.007062139920890331,0.016564967784643718
0.2991250157356262,0.222899914788156
0.04136180877685547,0.21856293854207115
0.12339017540216446,0.19237245462987512
0.23768632113933563,0.18683119486871996
0.0015517488354817033,0.030883567126113638
0.12881778180599213,0.20819654587645972
0.3690726161003113,0.20099272121486036
0.05964544415473938,0.041944155287541335
0.19793914258480072,0.16771309591800868
0.04367437586188316,0.029483038432418642
0.39651328325271606,0.24931685730110978
0.2669850289821625,0.19261099451492097
0.05540027841925621,0.1193023471949915
0.017376331612467766,0.04743977418705199
0.1475064754486084,0.1736452468481174
0.02733696438372135,0.043009348004857825
0.15291200578212738,0.12946327571849717
0.06273871660232544,0.18277582510109983
0.004786479752510786,0.023617766368745994
0.011295590549707413,0.08923922585720678
0.005686931312084198,0.06731806711737853
0.004276358522474766,0.018874222082883238
0.018473532050848007,0.043224153498441165
0.011032040230929852,0.0392815961532748
0.03853711858391762,0.08608930287142237
0.3391302525997162,0.31884281255491576
0.047104012221097946,0.16886045753417286
0.012922060675919056,0.054758281552741636
0.035958196967840195,0.02481906175186011
0.05068110674619675,0.12704562287177262
0.36145803332328796,0.33844991222557674
0.04689571261405945,0.08513352276880293
0.014459141530096531,0.019773633233751146
0.0072999196127057076,0.05026922721581747
0.02527676522731781,0.0550000502489706
0.08483406901359558,0.263493132950076
0.508464515209198,0.33206917821002413
0.3160485029220581,0.28048471220744137
0.19226405024528503,0.21923047339107302
0.1378999501466751,0.2144667884544986
0.006715666502714157,0.03777455754126295
0.55894535779953,0.4290663977206434
0.16330665349960327,0.2451264205982021
0.04646094888448715,0.08838760538176747
0.049873314797878265,0.06033851876436627
0.0020111803896725178,0.022807564253179743
0.3178965747356415,0.309364049599882
0.24569223821163177,0.17098798487338615
0.06805329024791718,0.17605654944487734
0.4931618869304657,0.501255609018355
0.10001283138990402,0.16521642383049073
0.006399487145245075,0.032371974543811625
0.18060007691383362,0.1868951471679955
0.12123734503984451,0.1564464689781473
0.3376595377922058,0.22418453930463014
0.17041467130184174,0.19520446012686804
0.054585471749305725,0.0667058636267929
0.06600743532180786,0.19468013648378601
0.05878280848264694,0.10724800033968133
0.009692124091088772,0.10692786552756009
0.2760932445526123,0.12860838757857843
0.2902832329273224,0.28540985968198773
0.08480749279260635,0.13772897245430463
0.2319270372390747,0.18216715268255101
0.3075425326824188,0.28842881821919786
0.13477982580661774,0.14309255054601522
0.18996162712574005,0.19878902645339122
0.006088183261454105,0.02049113990534112
0.27864113450050354,0.30965593507420336
0.4851771295070648,0.43718955497802797
0.04637077450752258,0.15070504771600204
0.012909221462905407,0.03048700978938673
0.05894692242145538,0.049063015760343685
0.046192385256290436,0.08970953064055764
0.14941303431987762,0.18463667940486983
0.033161092549562454,0.07538427401854926
0.015056001953780651,0.028671814163846933
0.1320866048336029,0.12222969572001495
0.5891078114509583,0.3767911084410567
0.7881293296813965,0.5356951482167364
0.27974605560302734,0.24730243084805717
0.12846224009990692,0.08524488525426165
0.26700538396835327,0.29808674986211986
0.3877750039100647,0.33777102879310233
0.009136509150266647,0.09546627073012443
0.016465403139591217,0.16198706969419108
0.12168823927640915,0.0796818670107137
0.1845586895942688,0.16966464185134122
0.3776997923851013,0.18558038893390555
0.4641067683696747,0.3323890000063273
0.014800765551626682,0.06815669691245511
0.5466043949127197,0.2728990424676272
0.13212954998016357,0.12005492442835042
0.023650940507650375,0.0638477125543994
0.3761110305786133,0.31644221108449894
0.008561166934669018,0.10212390390229717
0.5252605676651001,0.2878906148655039
0.01293595228344202,0.025990049031819326
0.11038494110107422,0.18236595151910365
0.2917329668998718,0.2510234088006732
0.003926458302885294,0.043942770174226174
0.016597246751189232,0.036037574584846827
0.05260549113154411,0.04886098277782181
0.06264054030179977,0.07553035195127542
0.05916158854961395,0.08455013986093735
0.17085088789463043,0.3186665967632351
0.020171597599983215,0.05277639955355369
0.01647745445370674,0.045856023283174535
0.5027047991752625,0.36634177019574804
0.030326850712299347,0.07917700732960435
0.14110411703586578,0.14846835502813616
0.16237737238407135,0.22791972698084603
0.4366025924682617,0.4177075320942673
0.0663476213812828,0.1544990420609611
0.11301302909851074,0.2028827803383506
0.020198116078972816,0.019396943730712452
0.12875144183635712,0.2037936475581626
0.26851069927215576,0.17702281803831318
0.01103020366281271,0.024100936765528033
0.21974870562553406,0.3359673211595595
0.07262621819972992,0.07148561244422494
0.13415439426898956,0.13654933445726375
0.8562150001525879,0.3510895488939851
0.006352412514388561,0.11521464201090881
0.027324995025992393,0.02472461275583128
0.22500015795230865,0.18815718368981577
0.07950370758771896,0.17200059710647345
0.014269252307713032,0.049889838572697166
0.25062114000320435,0.32383839813660936
0.40963587164878845,0.33287215031260214
0.06169053539633751,0.20057475202615163
0.007671553175896406,0.01789044089804725
0.07060384005308151,0.11732565070831467
0.5577234029769897,0.36640993603233013
0.025588108226656914,0.0750889403694463
0.7417661547660828,0.4715791997808418
0.5429112315177917,0.4310397757186665
0.0922936499118805,0.11301349824605499
0.011148344725370407,0.0482030469556027
0.03635901212692261,0.03595553460354228
0.23421084880828857,0.1727318882646989
0.2851899564266205,0.20364764655306392
0.4282738268375397,0.26823495017030924
0.06275035440921783,0.0742631958777315
0.7302587032318115,0.47450315803078863
0.6163246631622314,0.5403549168018638
0.012851939536631107,0.027899616427478166
0.5696162581443787,0.3588083958243036
0.5655823945999146,0.38791935292874224
0.19460996985435486,0.216091034181413
0.009484700858592987,0.009239009398922669
0.059778451919555664,0.15548809511228148
0.1483393758535385,0.08611533799969699
0.2310151904821396,0.23968862452825623
0.25827139616012573,0.27841308189291714
0.06105484068393707,0.09776835987640385
0.7504415512084961,0.4270057800693618
0.05288790911436081,0.14286761801593176
0.19028261303901672,0.23514847459009486
0.770000159740448,0.5061891630819565
0.03958340361714363,0.0338912275561918
0.31640318036079407,0.30094147365944235
0.31070810556411743,0.31469255411475544
0.012956407852470875,0.033863139279000073
0.6613141298294067,0.5202558286486241
0.21833017468452454,0.32759068716380674
0.03905002772808075,0.15369696025056323
0.004658117890357971,0.028043003885760722
0.13829144835472107,0.30062432512644593
0.009540528059005737,0.05629697949031334
0.027742614969611168,0.021131462903375017
0.5229766368865967,0.3524933574300463
0.02052607201039791,0.02865952545445052
0.36261168122291565,0.3246659428849551
0.03549261391162872,0.1475281293626148
0.05203523486852646,0.15260645486457047
0.06607512384653091,0.12323990421362953
0.533543586730957,0.4289928963011933
0.2651224732398987,0.16177520424199426
0.005779915023595095,0.017972575536246503
0.37759771943092346,0.34268878211391507
0.18687878549098969,0.18585831135588285
0.04120125249028206,0.14883421035770328
0.9319468140602112,0.5347293862150104
0.007842179387807846,0.06614166856325407
0.0018236300675198436,0.033667545236523294
0.01545086782425642,0.03768310656000717
0.6932771801948547,0.4856963020064454
0.06206034868955612,0.07895529446193963
0.0094990199431777,0.04210345978130402
0.5569766163825989,0.431202325927125
0.1276576668024063,0.21002983063279562
0.09368693083524704,0.1743218996071449
